Time (s) - Detector SiHi:amps (P) 	Primary Axis - Detector SiHi:amps (P) 	
7798.7	4.708486E-6	
7799.7	4.700736E-6	
7800.7	4.699032E-6	
7801.7	4.703488E-6	
7802.7	4.695555E-6	
7803.7	 4.69895E-6	
7804.7	4.703521E-6	
7805.7	4.699179E-6	
7806.7	4.699791E-6	
7807.7	4.701202E-6	
7808.7	4.704149E-6	
7809.7	4.704216E-6	
7810.7	4.701368E-6	
7811.7	4.701646E-6	
7812.7	4.697265E-6	
7813.7	4.698282E-6	
7814.7	4.700717E-6	
7815.7	4.693803E-6	
7816.7	 4.69723E-6	
7817.7	4.701238E-6	
7818.7	 4.70016E-6	
7819.7	4.691072E-6	
7820.7	  4.7017E-6	
7821.7	4.697479E-6	
7822.7	4.701942E-6	
7823.7	4.703027E-6	
7824.7	4.701302E-6	
7825.7	4.691767E-6	
7826.7	 4.69954E-6	
7827.7	4.697549E-6	
7828.7	4.700439E-6	
7829.7	4.698795E-6	
7830.7	4.704368E-6	
7831.7	4.705201E-6	
7832.7	4.694393E-6	
7833.7	4.698562E-6	
7834.7	4.697705E-6	
7835.7	4.708178E-6	
7836.7	4.689578E-6	
7837.7	4.694395E-6	
7838.7	4.691307E-6	
7839.7	 4.70267E-6	
7840.7	4.694264E-6	
7841.7	4.699292E-6	
7842.7	4.700164E-6	
7843.7	 4.70148E-6	
7844.7	4.702691E-6	
7845.7	4.703948E-6	
7846.7	4.700907E-6	
7847.7	4.702228E-6	
7848.7	4.705899E-6	
7849.7	4.702546E-6	
7850.7	4.706191E-6	
7851.7	4.700837E-6	
7852.7	4.701729E-6	
7853.7	4.701277E-6	
7854.7	4.700602E-6	
7855.7	4.689214E-6	
7856.7	4.697167E-6	
7857.7	4.693992E-6	
7858.7	4.695815E-6	
7859.7	4.700828E-6	
7860.7	4.700772E-6	
7861.7	4.695914E-6	
7862.7	4.701222E-6	
7863.7	4.697127E-6	
7864.7	4.696363E-6	
7865.7	4.700659E-6	
7866.7	4.704991E-6	
7867.7	4.700557E-6	
7868.7	4.701314E-6	
7869.7	4.699427E-6	
7870.7	4.702553E-6	
7871.7	4.704316E-6	
7872.7	4.700357E-6	
7873.7	4.705104E-6	
7874.7	4.700258E-6	
7875.7	4.704137E-6	
7876.7	4.704933E-6	
7877.7	4.692964E-6	
7878.7	4.700032E-6	
7879.7	4.705115E-6	
7880.7	4.697087E-6	
7881.7	 4.70049E-6	
7882.7	4.700416E-6	
7883.7	 4.69869E-6	
7884.7	4.696431E-6	
7885.7	4.698274E-6	
7886.7	4.699011E-6	
7887.7	4.704386E-6	
7888.7	 4.69714E-6	
7889.7	4.703407E-6	
7890.7	4.699342E-6	
7891.7	4.699541E-6	
7892.7	4.701993E-6	
7893.7	4.709052E-6	
7894.7	4.699372E-6	
7895.7	4.703536E-6	
7896.7	4.701484E-6	
7897.7	4.697271E-6	
7898.7	4.708095E-6	
7899.7	4.700461E-6	
7900.7	4.701662E-6	
7901.7	4.703937E-6	
7902.7	4.688553E-6	
7903.7	4.700682E-6	
7904.7	4.697787E-6	
7905.7	4.701096E-6	
7906.5	4.698608E-6	
7907.5	4.695836E-6	
7908.5	4.698115E-6	
7909.5	4.698335E-6	
7910.5	4.692034E-6	
7911.5	4.699267E-6	
7912.5	4.699663E-6	
7913.5	4.702724E-6	
7914.5	4.698596E-6	
7915.5	4.702259E-6	
7916.5	4.705038E-6	
7917.5	4.701176E-6	
7918.5	4.707894E-6	
7919.5	4.709246E-6	
7920.5	4.703634E-6	
7921.5	4.702546E-6	
7922.5	4.707995E-6	
7923.5	4.695207E-6	
7924.5	4.699185E-6	
7925.5	4.702905E-6	
7926.5	4.693825E-6	
7927.5	4.704961E-6	
7928.5	4.706948E-6	
7929.5	4.699611E-6	
7930.5	4.701154E-6	
7931.5	4.702363E-6	
7932.5	4.700798E-6	
7933.5	4.699081E-6	
7934.5	4.700398E-6	
7935.5	4.704672E-6	
7936.5	4.706602E-6	
7937.5	4.699496E-6	
7938.5	4.697509E-6	
7939.5	4.702186E-6	
7940.5	 4.70274E-6	
7941.5	4.702069E-6	
7942.5	4.703443E-6	
7943.5	4.705533E-6	
7944.5	4.696853E-6	
7945.5	4.698621E-6	
7946.5	4.697139E-6	
7947.5	4.694428E-6	
7948.5	4.696876E-6	
7949.5	4.696204E-6	
7950.5	4.696584E-6	
7951.5	4.701273E-6	
7952.5	4.702718E-6	
7953.5	4.703538E-6	
7954.5	4.700002E-6	
7955.5	4.700155E-6	
7956.5	4.701288E-6	
7957.5	4.701887E-6	
7958.5	  4.6947E-6	
7959.5	4.703086E-6	
7960.5	4.695822E-6	
7961.5	4.699788E-6	
7962.5	4.698557E-6	
7963.5	4.697686E-6	
7964.5	4.705206E-6	
7965.5	4.703568E-6	
7966.5	4.705154E-6	
7967.5	4.706618E-6	
7968.5	4.707248E-6	
7969.5	4.703994E-6	
7970.5	4.704289E-6	
7971.5	4.708126E-6	
7972.5	 4.70272E-6	
7973.5	4.699543E-6	
7974.5	4.697659E-6	
7975.5	4.703985E-6	
7976.5	4.692466E-6	
7977.5	4.694439E-6	
7978.5	4.702706E-6	
7979.5	4.697124E-6	
7980.5	4.701164E-6	
7981.5	4.699361E-6	
7982.5	4.697272E-6	
7983.5	4.701409E-6	
