          TS_Te        TS_Terr         T15_Te       T15_Terr          TS_ne        TS_nerr         T15_ne       T15_nerr        TS_chi2       T15_chi2
       789.7470        31.6859       955.5938        98.6394     3.2567e+04     5.8693e+02     4.1916e-26     1.6408e-27         2.3961         8.1126
       955.5938        45.4472      1051.1532       123.7787     3.1964e+04     6.0310e+02     4.0121e-26     1.6962e-27         4.0541         3.1713
       868.7217        37.6569      1051.1532       124.5932     3.1502e+04     5.7664e+02     3.7176e-26     1.5623e-27         1.0753         3.4538
       789.7470        34.6219      1051.1532       129.4065     2.9544e+04     5.7149e+02     3.5340e-26     1.5525e-27         8.3823         4.6538
       717.9518        33.6729       868.7217        94.2836     2.3120e+04     5.1261e+02     3.2507e-26     1.4166e-27         1.4357         3.3620
      2478.5643       724.3362      2478.5643       548.8227     3.3322e+03     3.2603e+02     4.6618e-26     4.1359e-27        80.7620       120.8076
       156.2472         3.8849       142.0429         7.3455     6.2580e+04     8.6008e+02     7.2063e-26     2.0840e-27         5.5628         1.5786
       189.0591         4.4020       171.8719         7.9230     6.9180e+04     8.9713e+02     8.7999e-26     2.2636e-27         3.7456         6.8262
       251.6377         4.8459       251.6377         9.9320     7.9721e+04     9.4929e+02     9.8634e-26     2.3883e-27         2.4428         9.9525
       334.9298         5.9767       334.9298        12.7105     8.5587e+04     9.6890e+02     1.0614e-25     2.4485e-27        10.7042         6.3903
       405.2651         7.7508       445.7916        17.0358     8.3041e+04     9.4254e+02     1.1008e-25     2.4686e-27         3.3025         6.3063
       490.3707        10.4636       490.3707        21.5305     7.2371e+04     8.7406e+02     9.4695e-26     2.2745e-27         0.7210         6.8462
       593.3486        13.9312       652.6834        32.2047     7.0117e+04     8.5612e+02     9.7819e-26     2.3064e-27         4.1245         3.2565
       868.7217        23.8108       955.5938        61.1739     7.6960e+04     8.9035e+02     1.0602e-25     2.5280e-27         4.3792         4.4368
       955.5938        26.6728      1051.1532        71.3303     8.6204e+04     9.5644e+02     1.0970e-25     2.6308e-27         0.9976         6.8301
      1051.1532        30.4186      1156.2685        84.3957     8.9829e+04     9.7833e+02     1.1405e-25     2.7981e-27         3.7678         5.0684
      1156.2685        35.9477      1271.8954        99.6117     9.0475e+04     9.9681e+02     1.1884e-25     2.9889e-27         5.7742         6.2888
      1156.2685        35.7435      1399.0849       118.7455     9.4099e+04     1.0310e+03     1.2378e-25     3.3612e-27         2.3667         5.3977
      1399.0849        49.0229      1538.9934       143.5706     9.9359e+04     1.1145e+03     1.2130e-25     3.5004e-27         1.2398         6.4279
      1399.0849        49.2952      1399.0849       117.5186     9.9255e+04     1.1216e+03     1.2004e-25     3.1838e-27         2.7956         9.4191
      1399.0849        49.6462      1538.9934       139.0540     9.7826e+04     1.1107e+03     1.2797e-25     3.5843e-27         3.4388         5.2989
      1156.2685        37.4904      1271.8954       106.5418     8.6078e+04     9.8870e+02     1.0572e-25     2.9046e-27         1.3078         3.5960
      1156.2685        37.4929      1399.0849       125.0401     8.5921e+04     9.8274e+02     1.0930e-25     3.0927e-27         5.0678         3.6999
      1156.2685        37.2152      1399.0849       123.3357     8.7222e+04     9.9132e+02     1.1476e-25     3.1920e-27         5.4891         4.8643
      1051.1532        31.6611      1156.2685        85.7318     8.4307e+04     9.4947e+02     1.0821e-25     2.6954e-27         3.9251         5.5888
      1051.1532        30.4895      1156.2685        84.4954     9.0988e+04     9.9122e+02     1.1644e-25     2.9027e-27         1.5430        18.5011
      1156.2685        34.6420      1271.8954        98.1494     9.8806e+04     1.0459e+03     1.2253e-25     3.0941e-27         3.2679         6.5304
       955.5938        25.3341      1156.2685        82.9450     9.4766e+04     9.9892e+02     1.1971e-25     2.8740e-27         1.4648         5.7354
      1051.1532        29.1592      1156.2685        80.6796     9.7585e+04     1.0165e+03     1.2304e-25     2.8818e-27         0.0611         5.0053
      1051.1532        30.8940      1051.1532        73.0205     8.9295e+04     9.8122e+02     1.0606e-25     2.5959e-27         2.1845         3.4593
       955.5938        27.6218      1051.1532        74.3976     8.0113e+04     9.1906e+02     1.0204e-25     2.5446e-27         3.3373         4.4783
      1051.1532        33.0256      1156.2685        96.0166     7.6904e+04     9.0553e+02     9.4405e-26     2.6572e-27         1.1689         3.4862
      1156.2685        39.6157      1271.8954       109.8532     7.6269e+04     9.2518e+02     9.7623e-26     2.7594e-27         1.3530         4.3890
      1051.1532        35.8299      1156.2685        97.1026     6.5515e+04     8.3515e+02     8.4428e-26     2.3691e-27         4.7201         7.0563
      1051.1532        37.7039      1271.8954       126.8039     6.0051e+04     8.0949e+02     7.5056e-26     2.4334e-27         5.0605         5.9637
      1156.2685        45.5381      1156.2685       109.2765     5.7208e+04     7.9902e+02     6.9495e-26     2.2352e-27         1.1952         6.3194
      1156.2685        47.3091      1271.8954       131.9629     5.5152e+04     7.9811e+02     6.8640e-26     2.3219e-27         2.5473         7.0391
       955.5938        35.4745      1051.1532        99.3729     4.8915e+04     7.2299e+02     5.9395e-26     1.9704e-27         0.3964         5.1924
       868.7217        32.4475      1051.1532       104.3036     4.2624e+04     6.7340e+02     5.3098e-26     1.8748e-27         3.5359         3.5239
       868.7217        33.5820       955.5938        92.0661     3.9870e+04     6.4690e+02     4.8265e-26     1.7480e-27         2.5124         2.4714
       868.7217        34.3311      1051.1532       109.4058     3.7759e+04     6.3340e+02     4.8394e-26     1.7546e-27         0.8550         7.2416
       868.7217        35.5608       955.5938        99.3095     3.5009e+04     6.0926e+02     4.3332e-26     1.6834e-27         3.1298         3.3813
       955.5938        43.4002      1051.1532       113.7458     3.3099e+04     5.9900e+02     4.2561e-26     1.6421e-27         1.4252         7.1316
       868.7217        37.6778       955.5938       107.0594     3.2174e+04     5.8793e+02     3.7204e-26     1.5389e-27         1.7896         2.7474
       652.6834        25.5626       868.7217        92.1895     2.8043e+04     5.4713e+02     3.2816e-26     1.3840e-27         0.4427         6.2279
      2478.5643       410.2467      2478.5643       651.0930     9.9666e+03     5.6069e+02     4.2909e-26     3.7875e-27       360.0443        14.9195
       156.2472         3.7569       142.0429         7.0548     6.1054e+04     8.4670e+02     7.2745e-26     2.0797e-27         9.5212         4.1386
       228.7616         4.7502       189.0591         7.6340     7.1578e+04     9.0412e+02     8.9386e-26     2.2688e-27         6.9848         6.0041
       276.8015         5.2956       304.4816        11.6214     7.8085e+04     9.3527e+02     9.7129e-26     2.3514e-27         2.9933         8.3246
       334.9298         6.2805       368.4228        13.9990     8.4456e+04     9.5876e+02     1.0366e-25     2.4015e-27         4.5625         4.6079
       405.2651         7.8222       405.2651        16.5401     8.4526e+04     9.6149e+02     1.0257e-25     2.4186e-27         1.4602         5.5214
       490.3707        10.1954       490.3707        21.0762     7.9545e+04     9.2162e+02     1.0133e-25     2.3506e-27         0.7279         6.9063
       593.3486        13.5833       652.6834        33.0287     7.4534e+04     8.8184e+02     1.0154e-25     2.3803e-27         3.7639         4.9761
       717.9518        17.5806       868.7217        52.2324     7.8167e+04     8.9835e+02     1.0320e-25     2.4551e-27         5.4841         7.9132
       868.7217        22.2616       955.5938        58.3143     8.9018e+04     9.6074e+02     1.1567e-25     2.6328e-27         4.7645         7.5548
       955.5938        26.2017       955.5938        60.5779     9.0129e+04     9.8283e+02     1.1439e-25     2.6751e-27         2.1739         6.6005
      1051.1532        30.6690      1051.1532        70.2102     8.8505e+04     9.7129e+02     1.1701e-25     2.7621e-27         2.5282         5.5595
      1156.2685        37.1241      1271.8954       101.1333     8.6625e+04     9.8232e+02     1.1204e-25     2.9025e-27         2.3513         8.7648
      1271.8954        44.4549      1399.0849       126.4131     8.5448e+04     1.0017e+03     1.0568e-25     3.0212e-27         0.4790         5.1706
      1271.8954        45.0294      1399.0849       126.3838     8.3078e+04     9.8794e+02     1.0698e-25     3.0656e-27         8.6291         9.3006
      1156.2685        41.4397      1271.8954       111.4680     7.0305e+04     8.9223e+02     9.3089e-26     2.6710e-27         3.3907         4.5753
      1051.1532        35.1052      1156.2685        95.7418     6.9406e+04     8.6840e+02     8.8168e-26     2.4736e-27         0.4702         8.2535
      1051.1532        35.4709      1156.2685        95.9438     6.7452e+04     8.5238e+02     8.7053e-26     2.4249e-27         7.7256         5.9330
       955.5938        30.1552      1156.2685        99.2978     6.7659e+04     8.4934e+02     8.4759e-26     2.4609e-27         1.5200         3.5734
      1051.1532        32.3093      1156.2685        89.0454     8.1888e+04     9.4387e+02     1.0338e-25     2.7170e-27         3.2169         8.3936
       955.5938        24.8849       955.5938        58.5946     9.8656e+04     1.0210e+03     1.1647e-25     2.6784e-27         4.2686         6.4207
       955.5938        22.9356      1156.2685        76.2018     1.1922e+05     1.1330e+03     1.4511e-25     3.2476e-27         3.9538         8.6149
       955.5938        22.2425       955.5938        52.9461     1.2317e+05     1.1437e+03     1.4992e-25     3.0871e-27         3.3618         6.8702
       955.5938        21.2487      1051.1532        58.9262     1.3798e+05     1.2175e+03     1.6261e-25     3.2263e-27         2.9936        10.2762
       955.5938        20.7529      1051.1532        57.4076     1.4342e+05     1.2389e+03     1.7728e-25     3.4203e-27         2.2944         4.6203
       868.7217        17.9465       955.5938        48.2950     1.3777e+05     1.1994e+03     1.7208e-25     3.2656e-27         4.5388         7.7655
      1156.2685        26.7624      1271.8954        75.4288     1.6840e+05     1.3824e+03     2.0330e-25     3.9184e-27         0.9140         8.9246
      1156.2685        26.4877      1271.8954        76.0050     1.6862e+05     1.3681e+03     2.0131e-25     3.9031e-27         7.0067         8.4661
      1051.1532        23.0390      1156.2685        64.2598     1.5751e+05     1.2996e+03     1.9393e-25     3.6607e-27         4.4895        14.7808
       955.5938        19.9078      1051.1532        56.2303     1.5239e+05     1.2686e+03     1.8184e-25     3.4656e-27         1.8459         8.6757
       868.7217        17.9879       955.5938        48.2873     1.4680e+05     1.2677e+03     1.7851e-25     3.3548e-27         3.2885         7.8853
       955.5938        20.5504      1051.1532        57.5969     1.4604e+05     1.2460e+03     1.7929e-25     3.4683e-27         4.4768        13.4515
      1051.1532        23.8822      1156.2685        71.9714     1.4997e+05     1.2771e+03     1.8348e-25     3.7850e-27         3.5283         6.6050
      1051.1532        25.2509      1051.1532        59.5865     1.3324e+05     1.1987e+03     1.6063e-25     3.2271e-27         1.6764         9.7254
      1051.1532        25.9200      1156.2685        72.7376     1.2450e+05     1.1541e+03     1.5495e-25     3.2908e-27         2.1343         3.4448
      1051.1532        27.1158      1271.8954       226.6505     1.1369e+05     1.0999e+03     1.3019e-25     6.8084e-27         0.8504        20.5462
      1051.1532        28.6242      1156.2685        79.4611     1.0252e+05     1.0474e+03     1.2985e-25     3.0218e-27         3.3613         4.2306
       955.5938        27.2927      1051.1532        74.1176     8.1018e+04     9.2665e+02     1.0222e-25     2.5303e-27         1.4071         3.9701
       955.5938        28.3113      1051.1532        80.6134     7.4670e+04     8.8459e+02     9.0954e-26     2.4729e-27         5.9222         3.6515
      1051.1532        35.0115      1156.2685        99.3145     6.9051e+04     8.6732e+02     8.4911e-26     2.4432e-27         4.1209         1.4837
       789.7470        24.7456       789.7470        56.3051     5.4491e+04     7.6040e+02     6.5669e-26     1.9946e-27         1.1717         2.4708
       142.0429         3.5032       129.1299        11.0754     6.1524e+04     8.6062e+02     7.6716e-26     2.9225e-27         6.1733         2.9528
       189.0591         4.1500       156.2472         6.1969     7.2036e+04     9.1431e+02     8.9529e-26     2.2869e-27         3.8115         7.9100
       228.7616         4.4610       228.7616         8.3028     8.2012e+04     9.6364e+02     1.0260e-25     2.4072e-27         4.5935         4.1904
       304.4816         5.2934       304.4816        10.7254     8.9928e+04     9.9801e+02     1.1221e-25     2.5031e-27         1.9957         9.0287
       368.4228         6.6063       368.4228        14.4143     9.2312e+04     1.0064e+03     1.1145e-25     2.5047e-27         5.7054        10.1775
       445.7916         8.8080       490.3707        20.1362     8.2793e+04     9.4030e+02     1.0923e-25     2.4548e-27         3.5750         8.3173
       539.4078        11.0671       593.3486        27.1725     8.5587e+04     9.4711e+02     1.1220e-25     2.5106e-27         4.8785         8.8858
       652.6834        14.5276       717.9518        35.9717     8.6263e+04     9.4803e+02     1.1494e-25     2.5449e-27         3.8477        10.6543
       789.7470        17.8126       868.7217        45.8375     1.0227e+05     1.0270e+03     1.3335e-25     2.7529e-27         4.4296         2.7930
       789.7470        17.6859       868.7217        47.0395     1.0535e+05     1.0482e+03     1.3468e-25     2.8458e-27         6.6038         8.7256
       868.7217        20.4732       955.5938        54.4747     1.0596e+05     1.0528e+03     1.3466e-25     2.8669e-27         2.4705        10.6124
      1051.1532        27.3199      1156.2685        73.7160     1.1354e+05     1.1039e+03     1.4705e-25     3.1493e-27         3.6042         7.8821
      1051.1532        27.6429      1271.8954        90.7980     1.1176e+05     1.1010e+03     1.3971e-25     3.2533e-27         3.8093        10.5544
      1051.1532        30.1444      1156.2685        82.7234     9.4542e+04     1.0146e+03     1.1830e-25     2.8380e-27         2.0470         1.9429
       955.5938        25.8104      1051.1532        71.0402     9.2650e+04     9.9361e+02     1.1562e-25     2.7660e-27         2.5472         6.4120
       955.5938        25.3000      1051.1532        69.6931     9.5215e+04     1.0025e+03     1.1893e-25     2.7754e-27         3.7683         7.7945
       868.7217        21.4191       955.5938        57.9452     9.6597e+04     1.0062e+03     1.1944e-25     2.7023e-27         5.2991         4.1197
       789.7470        17.5811       789.7470        40.7287     1.0440e+05     1.0456e+03     1.2855e-25     2.7482e-27         0.9934         8.0661
       652.6834        12.4560       717.9518        31.8112     1.1630e+05     1.1041e+03     1.4343e-25     2.8352e-27         9.8558        11.9334
       789.7470        15.6228       868.7217        42.4429     1.3138e+05     1.1699e+03     1.5942e-25     3.0611e-27         3.2668        13.4021
       717.9518        13.3067       789.7470        36.1121     1.3815e+05     1.2028e+03     1.6812e-25     3.1512e-27         3.4946         7.3837
       717.9518        13.2054       789.7470        35.0461     1.3810e+05     1.2008e+03     1.6769e-25     3.1278e-27         1.2079         7.0599
       717.9518        13.3570       717.9518        29.7351     1.3739e+05     1.2049e+03     1.7063e-25     3.0955e-27         5.1614         4.5853
       717.9518        13.0226       789.7470        34.5637     1.3807e+05     1.1900e+03     1.7079e-25     3.1344e-27         3.3240        10.2416
       717.9518        13.6171       868.7217        40.6207     1.3168e+05     1.1764e+03     1.6592e-25     3.1039e-27         6.2149        10.0556
       717.9518        13.8570       789.7470        36.3897     1.2486e+05     1.1432e+03     1.5378e-25     2.9712e-27         5.6054        10.8629
       717.9518        14.1715       789.7470        36.5009     1.2092e+05     1.1246e+03     1.5262e-25     2.9283e-27         1.5333         7.8858
       717.9518        14.4645       717.9518        33.3857     1.1511e+05     1.0964e+03     1.3976e-25     2.8453e-27         3.7728        12.1248
       717.9518        14.1574       789.7470        37.5950     1.2032e+05     1.1198e+03     1.4584e-25     2.8884e-27         5.7566         2.7326
       717.9518        14.8252       789.7470        37.6363     1.1007e+05     1.0720e+03     1.3919e-25     2.8216e-27         4.6265         7.8578
       652.6834        13.6756       717.9518        34.4277     9.9800e+04     1.0319e+03     1.2204e-25     2.6067e-27         7.6556         3.6772
       593.3486        12.5153       652.6834        32.5754     8.7235e+04     9.6023e+02     1.0821e-25     2.5095e-27         8.2669         7.4909
      2478.5643       555.1726      2478.5643       295.1136     5.8524e+03     4.4624e+02     1.5014e-25     6.9377e-27       303.2055       219.1917
      2478.5643       218.9878      2478.5643       212.1116     3.3973e+04     1.0381e+03     2.7096e-25     8.4698e-27       606.5051       314.7670
       129.1299         3.1858       106.7190         4.9453     6.4618e+04     8.8508e+02     7.6068e-26     2.1912e-27         1.4199         3.4680
       156.2472         3.1873       142.0429         6.1764     8.1456e+04     9.7977e+02     9.6254e-26     2.4079e-27         7.4088         5.5710
       207.9651         3.9209       189.0591         7.4916     8.7273e+04     1.0015e+03     1.0923e-25     2.5194e-27         3.6168         7.9811
       251.6377         4.7131       276.8015         9.5895     9.4098e+04     1.0288e+03     1.1570e-25     2.5576e-27         6.4341         4.8756
       304.4816         5.1422       334.9298        12.4671     1.0422e+05     1.0687e+03     1.2436e-25     2.6332e-27         6.9035         9.7678
       368.4228         6.3821       405.2651        14.2529     1.0395e+05     1.0644e+03     1.2602e-25     2.6474e-27         1.1557        13.5408
       445.7916         7.5810       445.7916        16.0691     1.1297e+05     1.1004e+03     1.4009e-25     2.7854e-27         7.4030        15.0523
       539.4078         9.2280       593.3486        21.7218     1.1997e+05     1.1208e+03     1.6189e-25     2.9539e-27         1.8205         5.6838
       652.6834        12.1688       717.9518        29.7615     1.2326e+05     1.1294e+03     1.6148e-25     2.9726e-27         6.4056         6.1040
       717.9518        13.6980       789.7470        35.3192     1.3155e+05     1.1690e+03     1.6377e-25     3.0476e-27         9.1177         7.6523
       868.7217        17.6249       868.7217        40.7199     1.4101e+05     1.2117e+03     1.7524e-25     3.2439e-27         1.2902        10.5938
       868.7217        17.2499       955.5938        46.1596     1.4825e+05     1.2390e+03     1.8845e-25     3.3773e-27         3.7327         9.0665
       868.7217        17.5723       955.5938        46.6823     1.4342e+05     1.2230e+03     1.8681e-25     3.4145e-27         3.6650        12.5442
       955.5938        21.5402      1051.1532        58.2982     1.3151e+05     1.1796e+03     1.6677e-25     3.2883e-27         0.9714        10.4063
       868.7217        20.3751       868.7217        45.7053     1.0889e+05     1.0761e+03     1.3628e-25     2.8372e-27         4.7739         9.7528
       789.7470        17.0221       868.7217        45.3394     1.1152e+05     1.0775e+03     1.3874e-25     2.8490e-27         1.9961         4.5019
       789.7470        16.7664       868.7217        44.1556     1.1432e+05     1.0926e+03     1.4362e-25     2.8957e-27         6.6413        12.0676
       717.9518        14.0966       717.9518        32.5158     1.1805e+05     1.1070e+03     1.4604e-25     2.9034e-27         5.3642        10.0754
       652.6834        11.9975       717.9518        31.4847     1.2383e+05     1.1420e+03     1.5411e-25     2.9767e-27         5.9551        12.3331
       717.9518        13.3583       789.7470        34.4179     1.3632e+05     1.1953e+03     1.6807e-25     3.0739e-27         3.3460        11.7574
       652.6834        11.5285       717.9518        29.0388     1.3673e+05     1.1985e+03     1.7376e-25     3.1174e-27         0.9095        11.8925
       652.6834        11.1489       717.9518        28.8505     1.4589e+05     1.2393e+03     1.8037e-25     3.1952e-27         0.8247         6.4345
       717.9518        12.9902       789.7470        33.1479     1.4775e+05     1.2553e+03     1.8567e-25     3.2851e-27         1.3894        10.0231
       717.9518        13.2189       717.9518        29.8300     1.3798e+05     1.2044e+03     1.7206e-25     3.1549e-27         6.7362         7.0417
       717.9518        13.6013       789.7470        35.6850     1.3603e+05     1.2023e+03     1.6936e-25     3.1878e-27         4.5047        12.1970
       717.9518        13.6093       789.7470        34.7324     1.3145e+05     1.1709e+03     1.6172e-25     2.9850e-27         2.2987         9.6407
       652.6834        12.0355       717.9518        31.3890     1.2155e+05     1.1235e+03     1.5114e-25     2.9306e-27         0.5758        13.6927
       717.9518        14.0434       789.7470        36.7183     1.2169e+05     1.1292e+03     1.4947e-25     2.9037e-27         0.0363         6.7901
       717.9518        14.2806       789.7470        37.4640     1.1409e+05     1.0925e+03     1.4269e-25     2.8538e-27         9.1957         7.4638
       717.9518        14.8677       789.7470        39.3178     1.0942e+05     1.0694e+03     1.3808e-25     2.8501e-27         2.0939         6.7201
       593.3486        11.8191       652.6834        30.0125     9.6147e+04     1.0027e+03     1.1931e-25     2.5837e-27         3.8457         7.3876
       593.3486        12.6793       652.6834        31.0376     8.5245e+04     9.5058e+02     1.0450e-25     2.3739e-27         2.8113        11.1273
