          TS_Te        TS_Terr         T15_Te       T15_Terr          TS_ne        TS_nerr         T15_ne       T15_nerr        TS_chi2       T15_chi2
       593.3486        13.0672       652.6834        35.1494     7.8198e+04     9.0667e+02     9.4441e-26     2.3602e-27         3.3416         7.4440
      2478.5643       586.3789      2478.5643       338.2702     5.0584e+03     4.0671e+02     1.0761e-25     5.7143e-27       322.6970       153.3719
      2478.5643       504.3371      2478.5643       593.9028     6.6185e+03     4.4266e+02     4.1165e-26     3.7847e-27       195.6697        78.8058
      2478.5643       373.3376      2478.5643       540.2474     1.2236e+04     6.3295e+02     6.2399e-26     5.5754e-27       695.3741       359.1945
       156.2472         3.8171       142.0429         7.5579     6.9028e+04     9.0762e+02     8.0073e-26     2.2171e-27         3.9234         2.7576
       189.0591         3.7483       189.0591         7.3985     8.5196e+04     9.9410e+02     1.0170e-25     2.4573e-27         2.1823         5.9424
       251.6377         4.3288       251.6377         8.6553     9.4437e+04     1.0321e+03     1.1576e-25     2.5526e-27         4.4089        14.0878
       304.4816         4.9602       304.4816        10.4537     1.0685e+05     1.0878e+03     1.2887e-25     2.6854e-27         1.9704        11.8474
       334.9298         5.3844       368.4228        12.6206     1.1808e+05     1.1361e+03     1.3649e-25     2.7703e-27         6.0266        10.7784
       405.2651         6.2388       405.2651        14.0730     1.2985e+05     1.1933e+03     1.5083e-25     2.9068e-27         6.4842        10.8915
       445.7916         6.7874       490.3707        15.4564     1.3967e+05     1.2197e+03     1.7966e-25     3.1067e-27         4.9280         6.1466
       539.4078         8.5442       593.3486        20.8562     1.4185e+05     1.2139e+03     1.8905e-25     3.2621e-27         8.4449        12.4222
       652.6834        10.8745       717.9518        27.8055     1.5118e+05     1.2534e+03     1.9380e-25     3.3032e-27         3.0536        12.3818
       717.9518        12.1845       789.7470        32.5552     1.6095e+05     1.2881e+03     1.9920e-25     3.4003e-27         8.2061        11.5513
       789.7470        13.6995       789.7470        32.4861     1.7100e+05     1.3294e+03     2.0814e-25     3.5023e-27         2.5862         8.5870
       868.7217        15.3958       868.7217        35.9400     1.8488e+05     1.3835e+03     2.1995e-25     3.5825e-27         0.9279        10.7060
       955.5938        17.1974      1051.1532        47.8457     2.0275e+05     1.4567e+03     2.4452e-25     3.9266e-27         6.5690         7.9732
       955.5938        17.1711      1051.1532        48.3246     2.0553e+05     1.4720e+03     2.5307e-25     4.1243e-27        14.4093        10.6157
       955.5938        17.3831      1051.1532        47.6067     2.0250e+05     1.4650e+03     2.5123e-25     4.0377e-27         6.1748        16.0476
       789.7470        13.9229       955.5938        41.5487     1.7315e+05     1.3505e+03     2.2450e-25     3.6522e-27         9.7399         8.9532
       717.9518        11.9913       789.7470        31.4001     1.6573e+05     1.3146e+03     2.0839e-25     3.4548e-27         4.2058         9.9894
       652.6834        10.7028       652.6834        23.5307     1.6151e+05     1.3025e+03     1.9463e-25     3.3002e-27         5.1387        13.0607
       717.9518        12.4445       717.9518        29.2099     1.5632e+05     1.2824e+03     1.9266e-25     3.4088e-27         5.0139         7.6643
       652.6834        10.8985       717.9518        27.6539     1.5962e+05     1.3063e+03     1.9635e-25     3.3226e-27         2.6086         5.0416
       717.9518        12.4275       717.9518        28.7724     1.5500e+05     1.2764e+03     1.8884e-25     3.2869e-27        10.2353        14.8453
       652.6834        10.9434       652.6834        24.9702     1.5227e+05     1.2657e+03     1.8787e-25     3.3968e-27         0.1048        12.2236
       652.6834        11.1897       717.9518        28.8006     1.4633e+05     1.2378e+03     1.7923e-25     3.1691e-27         2.4723        10.2342
       593.3486        10.1257       652.6834        25.1828     1.3414e+05     1.1887e+03     1.7096e-25     3.1082e-27         4.2136        12.0307
       717.9518        13.4640       717.9518        30.0046     1.3378e+05     1.1847e+03     1.6865e-25     3.0924e-27         2.9314         7.4055
       652.6834        11.7319       717.9518        30.1896     1.3633e+05     1.1997e+03     1.6738e-25     3.0743e-27         9.3083         5.8102
       717.9518        13.5053       789.7470        35.0683     1.3042e+05     1.1666e+03     1.6549e-25     3.0674e-27         3.5323         8.5521
       717.9518        13.6311       717.9518        31.0892     1.2847e+05     1.1648e+03     1.5922e-25     3.0281e-27         6.0382         9.4750
       717.9518        14.4215       789.7470        36.9784     1.1749e+05     1.1173e+03     1.5151e-25     2.9827e-27         5.9614         9.0896
       652.6834        12.9693       717.9518        31.9537     1.1267e+05     1.0922e+03     1.4109e-25     2.8052e-27         7.5810         8.4100
       593.3486        11.5181       652.6834        28.2969     1.0364e+05     1.0415e+03     1.2923e-25     2.6723e-27         7.3120         9.5182
       593.3486        11.8745       593.3486        27.1143     9.6302e+04     1.0140e+03     1.1529e-25     2.5586e-27        10.3634         8.8708
       539.4078        11.2241       593.3486        27.7935     8.4805e+04     9.4984e+02     1.0265e-25     2.3868e-27         5.7807         5.2885
      2478.5643       691.9822      2478.5643       119.7165     3.5591e+03     3.3520e+02     8.0760e-25     1.4239e-26       228.2250       202.3984
      2478.5643       578.6307      2478.5643       644.1914     5.2482e+03     4.2825e+02     3.4550e-26     3.3588e-27       155.1180        42.3021
       117.3909         3.1386       106.7190         5.9624     5.2304e+04     8.0305e+02     5.5758e-26     1.8532e-27         0.5827         6.4203
       156.2472         3.6991       142.0429         7.5804     6.9328e+04     9.0895e+02     7.5190e-26     2.1179e-27         5.3806         2.7890
       189.0591         3.9702       189.0591         8.9094     8.1689e+04     9.7420e+02     9.5366e-26     2.3468e-27         1.6864         7.8493
       228.7616         4.1589       251.6377         9.0370     1.0114e+05     1.0697e+03     1.2151e-25     2.6552e-27         3.0209         6.4117
       304.4816         4.8634       304.4816        35.8898     1.1894e+05     1.1510e+03     1.2138e-25     6.6326e-27         7.5288        85.7703
       334.9298         5.1099       368.4228        11.3892     1.2907e+05     1.1890e+03     1.6236e-25     3.0004e-27         2.5949         5.5926
       405.2651         5.8370       405.2651        12.3093     1.4079e+05     1.2318e+03     1.7961e-25     3.1610e-27         6.5960        15.2853
       445.7916         6.6717       490.3707        15.7064     1.4323e+05     1.2339e+03     1.8394e-25     3.1874e-27         8.0296         7.7187
       539.4078         8.2448       593.3486        20.6321     1.4659e+05     1.2435e+03     1.8481e-25     3.1882e-27         7.9529        12.3360
       652.6834        10.9097       652.6834        23.3439     1.4957e+05     1.2484e+03     1.9164e-25     3.2259e-27         4.8973         7.6839
       717.9518        12.3910       717.9518        27.7845     1.5522e+05     1.2683e+03     1.9539e-25     3.3254e-27         1.5182        10.5993
       789.7470        13.9936       868.7217        37.8812     1.6454e+05     1.3072e+03     2.0310e-25     3.4739e-27         1.4560         9.9305
       868.7217        16.0683       868.7217        37.4480     1.7022e+05     1.3326e+03     2.1166e-25     3.5695e-27         4.7384         9.0889
       955.5938        18.0847      1051.1532        50.4421     1.8622e+05     1.4030e+03     2.2208e-25     3.7652e-27         2.2215         7.1290
       955.5938        18.2318      1051.1532        49.2772     1.8760e+05     1.4142e+03     2.3276e-25     3.8552e-27         9.6725         8.5885
      1051.1532        22.0253      1156.2685        60.6282     1.7475e+05     1.3732e+03     2.1856e-25     3.8596e-27         5.2427        12.9716
       955.5938        19.3221      1051.1532        53.3032     1.6123e+05     1.3011e+03     1.9883e-25     3.5713e-27         4.4985         9.7356
       955.5938        18.7886       955.5938        44.4342     1.7027e+05     1.3372e+03     2.0529e-25     3.5539e-27         5.8463        14.4689
       868.7217        16.0483       955.5938        45.0851     1.7488e+05     1.3582e+03     2.1117e-25     3.6971e-27         5.3129        10.2695
       717.9518        12.1700       789.7470        30.5658     1.7378e+05     1.3587e+03     2.1379e-25     3.4773e-27        10.2642        11.1085
       789.7470        13.1591       789.7470        29.9470     1.8888e+05     1.4039e+03     2.2795e-25     3.6070e-27        13.6624        13.8129
       868.7217        14.6018       868.7217        34.8077     2.0410e+05     1.4577e+03     2.4522e-25     3.8565e-27         0.7164         5.6231
       868.7217        14.2322       955.5938        38.9454     2.1960e+05     1.5239e+03     2.6415e-25     4.0009e-27         0.4886        11.8281
       868.7217        13.9335       955.5938        39.3506     2.3004e+05     1.5514e+03     2.7371e-25     4.1743e-27         7.4519        13.1659
       868.7217        13.7426       955.5938        37.5909     2.4062e+05     1.5996e+03     2.8741e-25     4.2118e-27         4.8703        15.4620
       868.7217        13.5319       955.5938        38.0696     2.5030e+05     1.6374e+03     2.9757e-25     4.3920e-27         4.3055        14.2249
       868.7217        13.3414       955.5938        36.9173     2.4979e+05     1.6179e+03     3.0594e-25     4.3801e-27         1.9879        13.7099
       789.7470        11.6459       868.7217        31.2803     2.4164e+05     1.5859e+03     2.8960e-25     4.1174e-27         7.1688        12.8673
       789.7470        11.7749       868.7217        31.8845     2.3520e+05     1.5655e+03     2.9091e-25     4.1806e-27         7.0627        18.4262
       955.5938        15.6386       955.5938        37.0843     2.5486e+05     1.6565e+03     2.9180e-25     4.2178e-27         1.1543        15.1631
       955.5938        15.1763      1051.1532        42.8314     2.6672e+05     1.6840e+03     3.0998e-25     4.4861e-27         0.2433        11.9772
       955.5938        15.9494       955.5938        37.3801     2.4163e+05     1.6047e+03     2.8693e-25     4.1857e-27         3.7988        15.2226
       789.7470        12.3409       868.7217        33.5561     2.1800e+05     1.5105e+03     2.6648e-25     4.0354e-27         8.4164        15.1986
       717.9518        10.8786       789.7470        28.9812     2.0077e+05     1.4412e+03     2.3755e-25     3.6401e-27         0.8149        14.8674
       789.7470        13.0335       868.7217        35.9432     1.9214e+05     1.4133e+03     2.3138e-25     3.7477e-27         8.5576         9.0633
       652.6834        11.3765       717.9518        28.8926     1.3796e+05     1.2028e+03     1.7202e-25     3.0897e-27         1.1231        17.5774
       490.3707         8.5709       593.3486        23.9682     1.1230e+05     1.0885e+03     1.3688e-25     2.7689e-27         7.3499         8.8544
      2478.5643       479.1114      2478.5643       293.6967     7.4003e+03     4.7660e+02     1.3902e-25     6.0804e-27       198.3457       109.0195
      2478.5643       411.6960      2478.5643       441.2307     9.7474e+03     5.3762e+02     6.8503e-26     4.6642e-27       198.4438        94.7047
      2478.5643      1091.6007      2478.5643       495.1541     1.6139e+03     2.2210e+02     5.4240e-26     4.2109e-27        86.1115        86.1011
       117.3909         2.6197       117.3909         5.6814     7.5900e+04     9.6604e+02     8.1917e-26     2.2595e-27         0.7331        10.3340
       171.8719         3.6041       156.2472         7.0028     8.0564e+04     9.6996e+02     9.5620e-26     2.3908e-27         1.0310        12.3785
       207.9651         3.7934       207.9651         7.9205     9.8485e+04     1.0593e+03     1.1780e-25     2.5953e-27         6.0769         9.3887
       276.8015         4.5972       304.4816         9.8209     1.1027e+05     1.1104e+03     1.3700e-25     2.7718e-27         2.9259         9.7035
       334.9298         5.2959       334.9298        11.6434     1.2196e+05     1.1605e+03     1.4345e-25     2.8580e-27         8.2345        14.4679
       368.4228         5.3222       405.2651        13.3189     1.3655e+05     1.2201e+03     1.5807e-25     2.9667e-27         3.2034         7.8884
       405.2651         5.9125       445.7916        13.7970     1.4204e+05     1.2356e+03     1.7323e-25     3.0731e-27         0.4420        10.6194
       490.3707         7.0680       539.4078        16.3706     1.6233e+05     1.3090e+03     2.1140e-25     3.3908e-27         2.9840        13.7792
       593.3486         9.1329       593.3486        19.5826     1.6184e+05     1.3003e+03     2.0792e-25     3.3625e-27         3.6974        10.0885
       652.6834        10.5754       717.9518        27.8735     1.5789e+05     1.2761e+03     1.9389e-25     3.3069e-27         2.8821        11.8991
       717.9518        12.3863       789.7470        32.6538     1.5679e+05     1.2751e+03     1.9057e-25     3.2597e-27         4.1631         4.8066
       868.7217        16.1050       868.7217        37.4894     1.6968e+05     1.3286e+03     2.0187e-25     3.4463e-27         5.6862         8.3560
       955.5938        17.8928       955.5938        42.3826     1.8558e+05     1.3887e+03     2.2075e-25     3.6358e-27         5.8050         5.5488
       955.5938        18.2660      1156.2685        59.8410     1.8393e+05     1.3924e+03     2.2240e-25     3.8907e-27         5.8779        15.2094
      1051.1532        21.6651      1156.2685        61.4192     1.8099e+05     1.3996e+03     2.2135e-25     3.9959e-27         0.4410        11.1969
       955.5938        20.0272       955.5938        46.4468     1.5093e+05     1.2605e+03     1.8333e-25     3.3117e-27         1.7933         9.0949
      1051.1532        22.6368      1051.1532        52.5010     1.6348e+05     1.3217e+03     2.0613e-25     3.6330e-27         6.4124         7.6718
       955.5938        19.3871      1051.1532        52.9169     1.6543e+05     1.3305e+03     2.0326e-25     3.6234e-27         1.1585         9.3424
       789.7470        14.2179       868.7217        38.4095     1.6049e+05     1.2891e+03     1.9320e-25     3.3588e-27         3.2978        15.3010
       868.7217        15.9377       868.7217        37.2850     1.7850e+05     1.3798e+03     2.1158e-25     3.5585e-27         1.2971         6.2359
       955.5938        17.7143       955.5938        41.4220     1.9484e+05     1.4392e+03     2.2928e-25     3.7153e-27         4.7666        13.5381
       955.5938        17.3858       955.5938        41.2548     2.0806e+05     1.4992e+03     2.3555e-25     3.7851e-27         1.6961        13.2745
       955.5938        16.5174      1051.1532        46.4722     2.2153e+05     1.5295e+03     2.6331e-25     4.1207e-27         2.1786        12.7726
       868.7217        13.8022       868.7217        33.3392     2.3057e+05     1.5526e+03     2.6884e-25     4.0643e-27         2.9583        13.6954
       868.7217        14.2323       955.5938        38.6577     2.1976e+05     1.5211e+03     2.6537e-25     4.0315e-27         5.0103        20.1473
       868.7217        14.0301       868.7217        32.1572     2.3001e+05     1.5635e+03     2.7425e-25     3.9905e-27         3.7966        17.9699
       868.7217        14.2114       868.7217        33.1851     2.1850e+05     1.5125e+03     2.5948e-25     3.8818e-27        10.6841        10.0176
       789.7470        12.3062       868.7217        33.8665     2.1978e+05     1.5208e+03     2.6535e-25     4.0758e-27         4.1187        14.2074
       789.7470        12.2443       868.7217        33.8115     2.1553e+05     1.4988e+03     2.6053e-25     3.9642e-27         1.1955        13.2028
       955.5938        15.5175      1051.1532        44.2543     2.5584e+05     1.6523e+03     3.1089e-25     4.6283e-27         0.7584        16.3406
       789.7470        12.5074       868.7217        35.1575     2.0973e+05     1.4800e+03     2.4944e-25     3.9307e-27         1.7585        16.8174
       868.7217        14.5482       955.5938        42.1061     2.1111e+05     1.4858e+03     2.5061e-25     4.0875e-27         4.4101        10.4006
       789.7470        13.3243       868.7217        35.5749     1.8501e+05     1.3903e+03     2.2302e-25     3.6062e-27         7.8641        10.7352
       652.6834        10.9912       717.9518        28.4343     1.5255e+05     1.2652e+03     1.8535e-25     3.2232e-27         8.3450         6.5800
       593.3486        10.9163       593.3486        24.9421     1.1189e+05     1.0844e+03     1.3636e-25     2.7824e-27        10.8052        11.1791
       539.4078        10.9459       652.6834        31.5739     8.7677e+04     9.6358e+02     1.0805e-25     2.4919e-27         1.4205         8.5418
       129.1299         2.8857       117.3909         5.4950     7.4294e+04     9.4957e+02     8.1834e-26     2.2372e-27         0.3768         3.5172
       156.2472         3.2250       171.8719         6.2108     8.4366e+04     9.9684e+02     9.8198e-26     2.4194e-27         5.5621         6.9928
       207.9651         3.8125       228.7616         8.5306     1.0047e+05     1.0725e+03     1.1839e-25     2.6141e-27         2.4403         9.0699
       276.8015         4.4730       276.8015         9.0758     1.1845e+05     1.1521e+03     1.4652e-25     2.8849e-27        19.0421        11.0474
       304.4816         4.7888       334.9298        10.8078     1.2798e+05     1.1914e+03     1.5272e-25     2.9312e-27         4.9178         9.4791
       334.9298         5.1461       368.4228        11.1807     1.3328e+05     1.2058e+03     1.6203e-25     2.9872e-27        13.3128        15.5540
       405.2651         6.0867       445.7916        14.2972     1.3624e+05     1.2043e+03     1.7452e-25     3.1024e-27         8.2218         5.8854
       490.3707         7.3212       539.4078        16.8994     1.5186e+05     1.2673e+03     1.9713e-25     3.2660e-27         1.8990        10.9218
       593.3486         9.6395       652.6834        24.1132     1.4361e+05     1.2210e+03     1.8403e-25     3.1847e-27         0.6957        11.6028
       652.6834        11.2025       717.9518        28.9399     1.4412e+05     1.2240e+03     1.8117e-25     3.2148e-27         2.9873        11.4868
       789.7470        14.6643       789.7470        34.1259     1.4933e+05     1.2411e+03     1.8590e-25     3.3117e-27         4.1712         8.1025
       868.7217        16.7065       955.5938        44.2472     1.5631e+05     1.2750e+03     1.9407e-25     3.3651e-27         6.3204        13.4824
       955.5938        18.6811      1051.1532        51.8681     1.7256e+05     1.3456e+03     2.0772e-25     3.6241e-27         1.9385        15.0112
      1051.1532        21.8683      1051.1532        54.8694     1.7589e+05     1.3706e+03     2.0662e-25     3.8156e-27         5.6702        10.6414
      1051.1532        22.3331      1156.2685        65.9579     1.7061e+05     1.3585e+03     2.0569e-25     3.9886e-27         3.8510         9.9562
      1051.1532        23.2734      1051.1532        56.3403     1.5481e+05     1.2863e+03     1.8854e-25     3.5842e-27         2.9303         9.7737
       955.5938        20.9445      1051.1532        56.7636     1.4176e+05     1.2299e+03     1.7825e-25     3.4015e-27         4.9823         8.1083
       868.7217        17.2950       955.5938        46.8422     1.4583e+05     1.2314e+03     1.8071e-25     3.3024e-27         3.3928        15.8411
       955.5938        19.1049       955.5938        44.9372     1.6618e+05     1.3252e+03     2.0060e-25     3.5148e-27         5.6965         9.1600
       652.6834        10.8835       717.9518        27.8779     1.5725e+05     1.2844e+03     2.0049e-25     3.3925e-27         9.6899         9.4643
       717.9518        11.9455       789.7470        30.6418     1.7137e+05     1.3372e+03     2.1107e-25     3.4273e-27         5.9775        11.1239
       717.9518        11.4578       789.7470        36.2659     1.8290e+05     1.3816e+03     2.2184e-25     4.1830e-27         2.3327        11.3196
       717.9518        11.0148       789.7470        29.4268     1.9929e+05     1.4424e+03     2.3625e-25     3.6999e-27         1.0620        18.6820
       955.5938        16.5796      1156.2685        55.4617     2.2621e+05     1.5579e+03     2.6470e-25     4.2863e-27         4.0070        14.1514
       955.5938        16.2091      1051.1532        46.1894     2.3795e+05     1.5999e+03     2.8200e-25     4.3748e-27         5.3603         8.4657
       955.5938        15.8582      1051.1532        44.1968     2.4196e+05     1.6004e+03     2.9056e-25     4.3348e-27         0.7107        17.4968
       955.5938        16.0749       955.5938        39.4117     2.3566e+05     1.5805e+03     2.7921e-25     4.2688e-27         9.8218         7.3190
       868.7217        14.0687       955.5938        38.1868     2.3051e+05     1.5666e+03     2.7127e-25     4.0383e-27         0.6596        13.4150
       868.7217        14.3643       955.5938        39.0251     2.1376e+05     1.4929e+03     2.6562e-25     4.0424e-27         1.8832        11.2650
       868.7217        14.6888       955.5938        45.2907     2.0878e+05     1.4881e+03     2.5112e-25     4.4430e-27         0.3144        15.6820
       868.7217        14.2947       955.5938        39.9808     2.1816e+05     1.5125e+03     2.5396e-25     3.9710e-27         1.4712        20.2354
       955.5938        16.9189       955.5938        40.4056     2.1543e+05     1.5167e+03     2.6089e-25     4.1058e-27         2.5857        11.8819
       868.7217        15.1533       868.7217        38.5809     1.9148e+05     1.4121e+03     2.2683e-25     3.9056e-27         6.7720        12.6631
       717.9518        12.5514       789.7470        32.1267     1.5403e+05     1.2647e+03     1.9455e-25     3.3054e-27         4.4221         7.2019
       593.3486        11.0630       593.3486        24.3528     1.1531e+05     1.1052e+03     1.4183e-25     2.8131e-27         2.1831         6.9894
      2478.5643       213.8497      2478.5643       576.8258     3.5194e+04     1.0161e+03     4.0824e-26     3.4914e-27       964.2174        30.5591
       142.0429         5.8971       228.7616        23.0299     2.6296e+04     5.6445e+02     2.9717e-26     1.3770e-27         3.7358         2.1788
       251.6377         8.2487       368.4228        23.7151     3.7066e+04     6.5694e+02     4.1336e-26     1.5621e-27         2.4187         1.2140
       251.6377         6.4979       368.4228        22.3118     5.7146e+04     8.0750e+02     6.1917e-26     1.9270e-27         2.2735         5.4634
       334.9298         6.9006       405.2651        19.8662     7.7764e+04     9.2931e+02     9.2042e-26     2.3277e-27         6.0651         7.6135
       368.4228         6.5538       405.2651        14.6884     1.0601e+05     1.0810e+03     1.3079e-25     2.7049e-27         1.8901        10.9616
       368.4228         5.4417       405.2651        13.2767     1.2975e+05     1.1893e+03     1.5896e-25     2.9803e-27         9.8496        11.0062
       405.2651         6.0091       445.7916        13.9108     1.4570e+05     1.2605e+03     1.7131e-25     3.0732e-27         0.9997        13.3389
       445.7916         6.3912       490.3707        16.2838     1.5792e+05     1.3003e+03     1.9011e-25     3.2698e-27         0.7572         2.3326
       490.3707         7.0515       539.4078        17.1916     1.6401e+05     1.3197e+03     2.0254e-25     3.3209e-27         5.1287        14.4510
       593.3486         8.9892       652.6834        22.1763     1.6572e+05     1.3179e+03     2.1191e-25     3.4057e-27         6.6332         8.8381
       652.6834        10.1853       717.9518        26.6505     1.7232e+05     1.3359e+03     2.1306e-25     3.4710e-27         2.6733         7.6487
       717.9518        11.7261       789.7470        31.0142     1.7229e+05     1.3313e+03     2.0826e-25     3.4038e-27         6.7547         7.9320
       789.7470        13.4352       868.7217        36.4373     1.7885e+05     1.3589e+03     2.1588e-25     3.5583e-27         2.5803        10.5424
       868.7217        15.4148       955.5938        42.2706     1.8674e+05     1.3960e+03     2.2175e-25     3.6472e-27         1.8173         9.3039
       955.5938        18.7922      1051.1532        51.9654     1.7629e+05     1.3735e+03     2.1110e-25     3.6926e-27         3.2981         9.6599
      1051.1532        22.2973      1156.2685        63.0950     1.6871e+05     1.3414e+03     2.0626e-25     3.8028e-27         3.1300         9.2087
      1156.2685        25.6570      1156.2685        61.0245     1.7873e+05     1.4043e+03     2.1308e-25     3.8099e-27         0.9553        11.5491
      1051.1532        22.6313      1156.2685        63.1081     1.6621e+05     1.3418e+03     1.9935e-25     3.6793e-27         1.5939        10.0455
       955.5938        19.7954      1051.1532        55.1828     1.5636e+05     1.2865e+03     1.8578e-25     3.4582e-27         2.6514         9.2043
       955.5938        19.0597       955.5938        45.5225     1.6542e+05     1.3167e+03     1.9745e-25     3.5214e-27         6.5843         7.8764
       717.9518        12.6078       789.7470        33.0270     1.5648e+05     1.2893e+03     1.9367e-25     3.3878e-27         0.8235        14.7591
       717.9518        11.9277       789.7470        32.1497     1.7319e+05     1.3455e+03     2.1066e-25     3.5543e-27         5.2504        12.7469
       789.7470        13.2614       868.7217        34.8577     1.8740e+05     1.3996e+03     2.2608e-25     3.5997e-27         5.9422        13.3085
       868.7217        14.8867       868.7217        34.9538     2.0156e+05     1.4569e+03     2.4196e-25     3.8051e-27         3.1739         9.9466
       717.9518        10.9427       789.7470        28.6762     2.0490e+05     1.4627e+03     2.5287e-25     3.8374e-27         9.8450        11.5938
       789.7470        12.5108       789.7470        28.4607     2.0693e+05     1.4737e+03     2.5246e-25     3.7951e-27         6.9419        14.4424
       789.7470        12.2874       789.7470        30.1101     2.1527e+05     1.5006e+03     2.5308e-25     3.9294e-27         2.5133        13.9690
       955.5938        15.4229      1051.1532        42.9129     2.6232e+05     1.6781e+03     3.1255e-25     4.5183e-27         3.3895        12.9617
       955.5938        15.4480      1051.1532        44.1614     2.6046e+05     1.6753e+03     2.9813e-25     4.4204e-27         0.6495        11.0449
       955.5938        15.7616       955.5938        37.9968     2.5262e+05     1.6526e+03     2.9177e-25     4.3283e-27         4.5962        11.5868
       868.7217        14.0593       868.7217        33.3942     2.2713e+05     1.5485e+03     2.6432e-25     3.9975e-27         2.3907        17.8843
       868.7217        13.9474       868.7217        33.4800     2.2339e+05     1.5223e+03     2.6101e-25     3.9452e-27         3.2326         8.9833
       868.7217        13.8799       955.5938        38.7750     2.3265e+05     1.5640e+03     2.7844e-25     4.2101e-27         2.6040        13.1076
       789.7470        13.0621       868.7217        34.6830     1.9493e+05     1.4363e+03     2.4089e-25     3.7749e-27         2.9041        11.8498
       789.7470        13.6846       789.7470        31.1800     1.7058e+05     1.3306e+03     2.1157e-25     3.4722e-27         7.9188        11.6722
       789.7470        13.7667       868.7217        37.2824     1.7408e+05     1.3527e+03     2.0955e-25     3.5490e-27         5.7566        11.9780
       652.6834        11.6837       652.6834        26.2283     1.2955e+05     1.1631e+03     1.6018e-25     2.9813e-27         6.3873         5.6031
       593.3486        11.3265       593.3486        25.6793     1.0209e+05     1.0323e+03     1.2564e-25     2.6483e-27         4.6290         7.4068
      2478.5643       346.2178      2478.5643       243.6540     1.4171e+04     7.0372e+02     2.0813e-25     7.9486e-27       349.5517       258.4217
       189.0591         3.6453       189.0591         6.6917     9.3687e+04     1.0438e+03     1.0575e-25     2.4776e-27         3.4954        11.3612
       228.7616         3.9999       228.7616         7.6716     1.0460e+05     1.0867e+03     1.2911e-25     2.6975e-27         4.7728        11.0743
       276.8015         4.3438       304.4816         9.7480     1.2017e+05     1.1547e+03     1.4549e-25     2.8622e-27         4.7833         5.3181
       334.9298         5.4157       368.4228        11.9759     1.2505e+05     1.1734e+03     1.4960e-25     2.8891e-27         7.9880        11.1068
       368.4228         5.7265       405.2651        13.4232     1.3878e+05     1.2299e+03     1.6225e-25     3.0045e-27         5.7584         9.6132
       445.7916         6.2682       445.7916        13.4068     1.6519e+05     1.3291e+03     1.9136e-25     3.2321e-27         7.3963        10.1177
       490.3707         6.7866       539.4078        16.5042     1.7720e+05     1.3646e+03     2.2536e-25     3.5415e-27        10.7954         9.1646
       593.3486         8.7621       593.3486        18.4471     1.7459e+05     1.3447e+03     2.2561e-25     3.4931e-27         1.8024        10.7412
       652.6834        10.2257       717.9518        25.9623     1.6979e+05     1.3235e+03     2.1228e-25     3.4194e-27         3.2213        13.5585
       717.9518        11.7978       789.7470        32.3973     1.7490e+05     1.3488e+03     2.1471e-25     3.6667e-27         7.8530         6.7983
       789.7470        13.2186       868.7217        35.0663     1.8804e+05     1.3971e+03     2.2814e-25     3.6310e-27        10.0787        15.2355
       868.7217        15.2588       955.5938        42.4292     1.9063e+05     1.4068e+03     2.2821e-25     3.7735e-27         8.7480        20.2030
       955.5938        18.2190      1051.1532        50.1215     1.8244e+05     1.3847e+03     2.2483e-25     3.7969e-27         1.3305        10.8639
      1051.1532        21.3328      1156.2685        59.3238     1.8344e+05     1.3993e+03     2.2465e-25     3.8686e-27         5.1779         8.0882
       955.5938        19.3654      1051.1532        52.4533     1.6135e+05     1.3007e+03     2.0163e-25     3.5444e-27         3.4668         8.3647
       868.7217        16.6730       868.7217        40.3383     1.5671e+05     1.2734e+03     1.9143e-25     3.4641e-27         2.6542         9.0013
       789.7470        14.5792       868.7217        39.1154     1.5399e+05     1.2667e+03     1.9074e-25     3.3519e-27         2.3162         3.4768
       868.7217        16.1152       868.7217        39.2969     1.7311e+05     1.3523e+03     2.0176e-25     3.5740e-27         6.1512        19.1489
       868.7217        15.3722       955.5938        42.8727     1.9584e+05     1.4497e+03     2.2715e-25     3.8000e-27         0.3011         8.5249
       955.5938        17.2294      1051.1532        48.4167     2.0667e+05     1.4819e+03     2.4177e-25     3.9601e-27         4.8918        15.4119
       955.5938        16.7367      1051.1532        49.6101     2.1738e+05     1.5165e+03     2.6132e-25     4.3044e-27         0.9414         8.9597
       955.5938        16.1718      1156.2685       110.5463     2.3206e+05     1.5652e+03     2.6374e-25     7.8598e-27         4.7536        71.3034
       955.5938        15.9557      1051.1532        43.9943     2.4139e+05     1.6008e+03     2.9354e-25     4.3474e-27         6.5267        17.1884
       955.5938        15.6459       955.5938        37.0383     2.5431e+05     1.6508e+03     2.9408e-25     4.2552e-27         1.3926        16.3638
       955.5938        15.5643       955.5938        37.0994     2.5347e+05     1.6446e+03     2.9856e-25     4.3242e-27         0.9321        26.1282
       955.5938        15.6230       955.5938        38.7833     2.4894e+05     1.6244e+03     2.9126e-25     4.3973e-27         8.8882        18.4098
       868.7217        13.5231       955.5938        37.0164     2.4647e+05     1.6147e+03     2.8573e-25     4.1294e-27         8.1058        14.6165
       868.7217        13.6509       955.5938        38.2077     2.4001e+05     1.5918e+03     2.7830e-25     4.1566e-27         3.1909        16.8061
       868.7217        13.5727       868.7217        32.7941     2.4096e+05     1.5911e+03     2.8226e-25     4.1552e-27         2.2538        14.9531
       955.5938        15.9879       955.5938        38.1596     2.3663e+05     1.5807e+03     2.7974e-25     4.1538e-27         6.5618        10.7444
