          TS_Te        TS_Terr         T15_Te       T15_Terr          TS_ne        TS_nerr         T15_ne       T15_nerr        TS_chi2       T15_chi2
       593.3486        13.0672       539.4078        25.6159     7.8198e+04     9.0667e+02     2.5533e-24     6.3863e-26         3.3416         7.7520
      2478.5643       586.3789      2478.5643       327.8153     5.0584e+03     4.0671e+02     2.7587e-24     1.3144e-25       322.6970        61.9262
      2478.5643       504.3371      2478.5643       586.6663     6.6185e+03     4.4266e+02     1.0152e-24     8.4580e-26       195.6697        27.1175
      2478.5643       373.3376      2478.5643       488.9104     1.2236e+04     6.3295e+02     1.4966e-24     1.0921e-25       695.3741        79.1475
       156.2472         3.8171       142.0429         7.2807     6.9028e+04     9.0762e+02     2.2816e-24     6.3639e-26         3.9234         2.8842
       189.0591         3.7483       171.8719         6.5277     8.5196e+04     9.9410e+02     2.9007e-24     7.0639e-26         2.1823         5.5489
       251.6377         4.3288       228.7616         7.5251     9.4437e+04     1.0321e+03     3.2867e-24     7.2887e-26         4.4089        16.0793
       304.4816         4.9602       304.4816         9.3621     1.0685e+05     1.0878e+03     3.6247e-24     7.6213e-26         1.9704        14.4617
       334.9298         5.3844       334.9298        10.6950     1.1808e+05     1.1361e+03     3.8340e-24     7.8144e-26         6.0266        12.8547
       405.2651         6.2388       368.4228        11.7756     1.2985e+05     1.1933e+03     4.2037e-24     8.1463e-26         6.4842        11.6348
       445.7916         6.7874       445.7916        12.7593     1.3967e+05     1.2197e+03     4.9857e-24     8.6856e-26         4.9280         7.9760
       539.4078         8.5442       539.4078        17.1077     1.4185e+05     1.2139e+03     5.1840e-24     8.9572e-26         8.4449        14.7481
       652.6834        10.8745       593.3486        19.8466     1.5118e+05     1.2534e+03     5.2644e-24     8.9191e-26         3.0536        13.3876
       717.9518        12.1845       652.6834        23.0650     1.6095e+05     1.2881e+03     5.3752e-24     9.0313e-26         8.2061        14.4625
       789.7470        13.6995       717.9518        26.4234     1.7100e+05     1.3294e+03     5.6178e-24     9.2614e-26         2.5862         8.6395
       868.7217        15.3958       789.7470        29.2950     1.8488e+05     1.3835e+03     5.9002e-24     9.4030e-26         0.9279        10.9099
       955.5938        17.1974       789.7470        28.4340     2.0275e+05     1.4567e+03     6.4336e-24     9.8152e-26         6.5690         9.3877
       955.5938        17.1711       868.7217        33.5002     2.0553e+05     1.4720e+03     6.6857e-24     1.0241e-25        14.4093        12.0126
       955.5938        17.3831       868.7217        33.0018     2.0250e+05     1.4650e+03     6.6339e-24     1.0110e-25         6.1748        19.7589
       789.7470        13.9229       789.7470        28.9607     1.7315e+05     1.3505e+03     5.9772e-24     9.4617e-26         9.7399         9.3939
       717.9518        11.9913       717.9518        25.6922     1.6573e+05     1.3146e+03     5.5884e-24     9.1822e-26         4.2058        12.3827
       652.6834        10.7028       593.3486        19.2316     1.6151e+05     1.3025e+03     5.2818e-24     8.9805e-26         5.1387        12.9521
       717.9518        12.4445       652.6834        23.8124     1.5632e+05     1.2824e+03     5.2247e-24     9.1375e-26         5.0139        10.1146
       652.6834        10.8985       593.3486        19.7847     1.5962e+05     1.3063e+03     5.2986e-24     8.9458e-26         2.6086         7.6470
       717.9518        12.4275       593.3486        20.6832     1.5500e+05     1.2764e+03     5.1081e-24     8.8353e-26        10.2353        16.0773
       652.6834        10.9434       593.3486        20.4980     1.5227e+05     1.2657e+03     5.1056e-24     9.3209e-26         0.1048        12.2564
       652.6834        11.1897       652.6834        23.4926     1.4633e+05     1.2378e+03     4.8675e-24     8.5529e-26         2.4723        12.2650
       593.3486        10.1257       539.4078        18.2066     1.3414e+05     1.1887e+03     4.6458e-24     8.4715e-26         4.2136        14.3351
       717.9518        13.4640       652.6834        24.6044     1.3378e+05     1.1847e+03     4.5528e-24     8.3148e-26         2.9314         8.1714
       652.6834        11.7319       652.6834        24.6598     1.3633e+05     1.1997e+03     4.5338e-24     8.2761e-26         9.3083         6.3507
       717.9518        13.5053       652.6834        24.7974     1.3042e+05     1.1666e+03     4.4679e-24     8.1833e-26         3.5323         9.5361
       717.9518        13.6311       652.6834        25.3560     1.2847e+05     1.1648e+03     4.3120e-24     8.1389e-26         6.0382        11.9057
       717.9518        14.4215       652.6834        26.2645     1.1749e+05     1.1173e+03     4.0658e-24     7.9401e-26         5.9614         9.3639
       652.6834        12.9693       593.3486        22.8495     1.1267e+05     1.0922e+03     3.8276e-24     7.6172e-26         7.5810        11.4285
       593.3486        11.5181       593.3486        23.2670     1.0364e+05     1.0415e+03     3.5172e-24     7.3043e-26         7.3120         9.5943
       593.3486        11.8745       539.4078        22.2321     9.6302e+04     1.0140e+03     3.1655e-24     7.0098e-26        10.3634        10.0178
       539.4078        11.2241       539.4078        22.8135     8.4805e+04     9.4984e+02     2.8150e-24     6.5656e-26         5.7807         7.0299
      2478.5643       691.9822      2478.5643       117.7546     3.5591e+03     3.3520e+02     2.1286e-23     3.4464e-25       228.2250       121.3793
      2478.5643       578.6307      2478.5643       622.9054     5.2482e+03     4.2825e+02     9.1223e-25     8.2066e-26       155.1180        30.4184
       117.3909         3.1386       106.7190         5.9284     5.2304e+04     8.0305e+02     1.5974e-24     5.3433e-26         0.5827         4.9339
       156.2472         3.6991       142.0429         7.3545     6.9328e+04     9.0895e+02     2.1610e-24     6.1122e-26         5.3806         3.1988
       189.0591         3.9702       171.8719         7.7715     8.1689e+04     9.7420e+02     2.7130e-24     6.7290e-26         1.6864        11.3717
       228.7616         4.1589       228.7616         7.6727     1.0114e+05     1.0697e+03     3.4202e-24     7.5611e-26         3.0209        10.0093
       304.4816         4.8634       276.8015        25.6199     1.1894e+05     1.1510e+03     4.2249e-24     1.9057e-25         7.5288         1.3955
       334.9298         5.1099       334.9298         9.6055     1.2907e+05     1.1890e+03     4.5675e-24     8.4820e-26         2.5949         6.7692
       405.2651         5.8370       368.4228        10.3345     1.4079e+05     1.2318e+03     5.0117e-24     8.8796e-26         6.5960        16.2404
       445.7916         6.6717       445.7916        12.9763     1.4323e+05     1.2339e+03     5.0790e-24     8.8698e-26         8.0296         9.4569
       539.4078         8.2448       539.4078        16.9442     1.4659e+05     1.2435e+03     5.0658e-24     8.7699e-26         7.9529        13.2728
       652.6834        10.9097       593.3486        19.1210     1.4957e+05     1.2484e+03     5.2221e-24     8.8092e-26         4.8973         9.8966
       717.9518        12.3910       652.6834        22.6764     1.5522e+05     1.2683e+03     5.2815e-24     8.9659e-26         1.5182        11.4516
       789.7470        13.9936       717.9518        26.5754     1.6454e+05     1.3072e+03     5.4485e-24     9.1078e-26         1.4560        10.7275
       868.7217        16.0683       789.7470        30.4650     1.7022e+05     1.3326e+03     5.6917e-24     9.3379e-26         4.7384         9.7226
       955.5938        18.0847       868.7217        35.0364     1.8622e+05     1.4030e+03     5.8588e-24     9.4225e-26         2.2215         9.0391
       955.5938        18.2318       868.7217        34.1896     1.8760e+05     1.4142e+03     6.1626e-24     9.6435e-26         9.6725         8.0321
      1051.1532        22.0253       868.7217        35.6461     1.7475e+05     1.3732e+03     5.6977e-24     9.3455e-26         5.2427        15.7716
       955.5938        19.3221       868.7217        36.9764     1.6123e+05     1.3011e+03     5.2531e-24     8.9574e-26         4.4985        10.6551
       955.5938        18.7886       789.7470        30.9677     1.7027e+05     1.3372e+03     5.4597e-24     9.0939e-26         5.8463        16.0436
       868.7217        16.0483       789.7470        31.4417     1.7488e+05     1.3582e+03     5.6172e-24     9.4003e-26         5.3129        10.9718
       717.9518        12.1700       717.9518        24.9736     1.7378e+05     1.3587e+03     5.7719e-24     9.2978e-26        10.2642        12.9308
       789.7470        13.1591       717.9518        24.3939     1.8888e+05     1.4039e+03     6.1668e-24     9.6240e-26        13.6624        15.6364
       868.7217        14.6018       789.7470        28.2673     2.0410e+05     1.4577e+03     6.5931e-24     1.0088e-25         0.7164         6.9398
       868.7217        14.2322       789.7470        27.1042     2.1960e+05     1.5239e+03     7.0535e-24     1.0268e-25         0.4886        14.2004
       868.7217        13.9335       789.7470        27.4166     2.3004e+05     1.5514e+03     7.2930e-24     1.0822e-25         7.4519        14.2067
       868.7217        13.7426       789.7470        26.1944     2.4062e+05     1.5996e+03     7.6575e-24     1.0794e-25         4.8703        18.2918
       868.7217        13.5319       789.7470        26.5519     2.5030e+05     1.6374e+03     7.9199e-24     1.1167e-25         4.3055        16.3307
       868.7217        13.3414       789.7470        25.7554     2.4979e+05     1.6179e+03     8.1189e-24     1.1200e-25         1.9879        15.5069
       789.7470        11.6459       717.9518        21.9218     2.4164e+05     1.5859e+03     7.7496e-24     1.0793e-25         7.1688        14.8627
       789.7470        11.7749       717.9518        22.4419     2.3520e+05     1.5655e+03     7.7770e-24     1.0892e-25         7.0627        20.8158
       955.5938        15.6386       868.7217        30.3107     2.5486e+05     1.6565e+03     7.7619e-24     1.0838e-25         1.1543        16.3169
       955.5938        15.1763       868.7217        29.7335     2.6672e+05     1.6840e+03     8.1740e-24     1.1238e-25         0.2433        14.4522
       955.5938        15.9494       789.7470        26.0306     2.4163e+05     1.6047e+03     7.6421e-24     1.0744e-25         3.7988        16.5317
       789.7470        12.3409       717.9518        23.5566     2.1800e+05     1.5105e+03     7.1411e-24     1.0516e-25         8.4164        16.7198
       717.9518        10.8786       652.6834        20.4993     2.0077e+05     1.4412e+03     6.4222e-24     9.7335e-26         0.8149        18.5373
       789.7470        13.0335       717.9518        25.2632     1.9214e+05     1.4133e+03     6.2020e-24     9.7917e-26         8.5576         9.6824
       652.6834        11.3765       593.3486        20.6338     1.3796e+05     1.2028e+03     4.6675e-24     8.3775e-26         1.1231        17.7235
       490.3707         8.5709       490.3707        17.5146     1.1230e+05     1.0885e+03     3.7508e-24     7.6351e-26         7.3499        10.7872
      2478.5643       479.1114      2478.5643       283.1522     7.4003e+03     4.7660e+02     3.7546e-24     1.4864e-25       198.3457        77.4166
      2478.5643       411.6960      2478.5643       409.3076     9.7474e+03     5.3762e+02     1.8662e-24     1.0920e-25       198.4438        33.5824
      2478.5643      1091.6007      2478.5643       476.5833     1.6139e+03     2.2210e+02     1.3842e-24     9.5597e-26        86.1115        29.6552
       117.3909         2.6197       106.7190         5.1047     7.5900e+04     9.6604e+02     2.3616e-24     6.5472e-26         0.7331        12.7442
       171.8719         3.6041       142.0429         6.1532     8.0564e+04     9.6996e+02     2.7216e-24     6.8853e-26         1.0310        17.0227
       207.9651         3.7934       189.0591         6.9512     9.8485e+04     1.0593e+03     3.3470e-24     7.4322e-26         6.0769        12.3082
       276.8015         4.5972       276.8015         8.4549     1.1027e+05     1.1104e+03     3.8716e-24     7.8801e-26         2.9259         9.4867
       334.9298         5.2959       304.4816         9.9100     1.2196e+05     1.1605e+03     4.0220e-24     8.0576e-26         8.2345        16.8233
       368.4228         5.3222       368.4228        11.1893     1.3655e+05     1.2201e+03     4.4172e-24     8.3379e-26         3.2034         9.0527
       405.2651         5.9125       405.2651        11.5210     1.4204e+05     1.2356e+03     4.8132e-24     8.6120e-26         0.4420        11.0302
       490.3707         7.0680       445.7916        12.1058     1.6233e+05     1.3090e+03     5.8713e-24     9.4609e-26         2.9840        17.1549
       593.3486         9.1329       539.4078        16.0886     1.6184e+05     1.3003e+03     5.7087e-24     9.2466e-26         3.6974        10.5791
       652.6834        10.5754       593.3486        19.9276     1.5789e+05     1.2761e+03     5.2450e-24     8.9092e-26         2.8821        14.0761
       717.9518        12.3863       652.6834        23.1235     1.5679e+05     1.2751e+03     5.1390e-24     8.6963e-26         4.1631         6.7570
       868.7217        16.1050       717.9518        26.3983     1.6968e+05     1.3286e+03     5.3879e-24     9.0221e-26         5.6862        10.9151
       955.5938        17.8928       789.7470        29.5327     1.8558e+05     1.3887e+03     5.8793e-24     9.3531e-26         5.8050         7.5713
       955.5938        18.2660       955.5938        41.3761     1.8393e+05     1.3924e+03     5.8349e-24     9.4800e-26         5.8779        17.6660
      1051.1532        21.6651       955.5938        42.4594     1.8099e+05     1.3996e+03     5.8063e-24     9.6438e-26         0.4410        12.0592
       955.5938        20.0272       789.7470        32.3508     1.5093e+05     1.2605e+03     4.8540e-24     8.4799e-26         1.7933        10.4764
      1051.1532        22.6368       868.7217        36.5027     1.6348e+05     1.3217e+03     5.4342e-24     9.1040e-26         6.4124         8.4207
       955.5938        19.3871       868.7217        36.7414     1.6543e+05     1.3305e+03     5.3603e-24     9.0624e-26         1.1585        11.2930
       789.7470        14.2179       717.9518        27.0212     1.6049e+05     1.2891e+03     5.1759e-24     8.8011e-26         3.2978        16.8313
       868.7217        15.9377       789.7470        30.3592     1.7850e+05     1.3798e+03     5.6800e-24     9.3154e-26         1.2971         7.9874
       955.5938        17.7143       789.7470        28.9098     1.9484e+05     1.4392e+03     6.1002e-24     9.5611e-26         4.7666        15.4684
       955.5938        17.3858       789.7470        28.7427     2.0806e+05     1.4992e+03     6.2849e-24     9.6960e-26         1.6961        14.8689
       955.5938        16.5174       868.7217        32.2288     2.2153e+05     1.5295e+03     6.9617e-24     1.0342e-25         2.1786        14.7793
       868.7217        13.8022       717.9518        23.4453     2.3057e+05     1.5526e+03     7.2023e-24     1.0633e-25         2.9583        17.2674
       868.7217        14.2323       789.7470        26.9756     2.1976e+05     1.5211e+03     7.0610e-24     1.0419e-25         5.0103        20.8071
       868.7217        14.0301       717.9518        22.5821     2.3001e+05     1.5635e+03     7.3443e-24     1.0453e-25         3.7966        21.6131
       868.7217        14.2114       717.9518        23.2646     2.1850e+05     1.5125e+03     6.9624e-24     1.0163e-25        10.6841        12.6331
       789.7470        12.3062       717.9518        23.8331     2.1978e+05     1.5208e+03     7.1049e-24     1.0619e-25         4.1187        15.8127
       789.7470        12.2443       717.9518        23.7357     2.1553e+05     1.4988e+03     6.9823e-24     1.0358e-25         1.1955        15.4680
       955.5938        15.5175       868.7217        30.6533     2.5584e+05     1.6523e+03     8.2208e-24     1.1463e-25         0.7584        19.9228
       789.7470        12.5074       717.9518        24.7827     2.0973e+05     1.4800e+03     6.6617e-24     1.0170e-25         1.7585        17.4859
       868.7217        14.5482       789.7470        29.3598     2.1111e+05     1.4858e+03     6.6668e-24     1.0626e-25         4.4101        12.0738
       789.7470        13.3243       717.9518        25.0109     1.8501e+05     1.3903e+03     5.9645e-24     9.4658e-26         7.8641        10.7328
       652.6834        10.9912       652.6834        23.1664     1.5255e+05     1.2652e+03     5.0252e-24     8.6872e-26         8.3450         9.6406
       593.3486        10.9163       539.4078        20.4670     1.1189e+05     1.0844e+03     3.7192e-24     7.6183e-26        10.8052        14.3491
       539.4078        10.9459       539.4078        22.8793     8.7677e+04     9.6358e+02     2.9411e-24     6.8080e-26         1.4205         9.1563
       129.1299         2.8857       117.3909         5.2853     7.4294e+04     9.4957e+02     2.3257e-24     6.4525e-26         0.3768         5.2858
       156.2472         3.2250       156.2472         5.5408     8.4366e+04     9.9684e+02     2.8035e-24     6.9633e-26         5.5621         7.1608
       207.9651         3.8125       207.9651         7.4346     1.0047e+05     1.0725e+03     3.3802e-24     7.4964e-26         2.4403         9.6452
       276.8015         4.4730       251.6377         7.7210     1.1845e+05     1.1521e+03     4.1330e-24     8.2048e-26        19.0421        14.7005
       304.4816         4.7888       304.4816         9.2955     1.2798e+05     1.1914e+03     4.2906e-24     8.2766e-26         4.9178        10.7943
       334.9298         5.1461       334.9298         9.4559     1.3328e+05     1.2058e+03     4.5335e-24     8.4290e-26        13.3128        17.1248
       405.2651         6.0867       405.2651        11.8874     1.3624e+05     1.2043e+03     4.8343e-24     8.6656e-26         8.2218         6.8014
       490.3707         7.3212       445.7916        12.5205     1.5186e+05     1.2673e+03     5.4388e-24     9.0813e-26         1.8990        11.8508
       593.3486         9.6395       539.4078        17.4172     1.4361e+05     1.2210e+03     5.0402e-24     8.7229e-26         0.6957        11.5493
       652.6834        11.2025       593.3486        20.7396     1.4412e+05     1.2240e+03     4.9059e-24     8.6560e-26         2.9873        15.0556
       789.7470        14.6643       717.9518        27.7707     1.4933e+05     1.2411e+03     5.0256e-24     8.7953e-26         4.1712         9.4487
       868.7217        16.7065       789.7470        30.8727     1.5631e+05     1.2750e+03     5.1604e-24     8.6989e-26         6.3204        14.8592
       955.5938        18.6811       868.7217        36.0069     1.7256e+05     1.3456e+03     5.4906e-24     9.0940e-26         1.9385        14.8224
      1051.1532        21.8683       868.7217        38.0501     1.7589e+05     1.3706e+03     5.4541e-24     9.4089e-26         5.6702        11.1288
      1051.1532        22.3331       955.5938        45.5451     1.7061e+05     1.3585e+03     5.3884e-24     9.5271e-26         3.8510        12.6440
      1051.1532        23.2734       868.7217        39.1146     1.5481e+05     1.2863e+03     4.9761e-24     8.8483e-26         2.9303        10.1311
       955.5938        20.9445       868.7217        39.3804     1.4176e+05     1.2299e+03     4.7174e-24     8.5177e-26         4.9823         8.6993
       868.7217        17.2950       789.7470        32.7247     1.4583e+05     1.2314e+03     4.8091e-24     8.5007e-26         3.3928        17.9099
       955.5938        19.1049       789.7470        31.3389     1.6618e+05     1.3252e+03     5.3233e-24     8.9987e-26         5.6965         9.9393
       652.6834        10.8835       593.3486        19.9217     1.5725e+05     1.2844e+03     5.4515e-24     9.1402e-26         9.6899        12.2583
       717.9518        11.9455       652.6834        21.6845     1.7137e+05     1.3372e+03     5.6977e-24     9.1714e-26         5.9775        13.3026
       717.9518        11.4578       717.9518        29.3704     1.8290e+05     1.3816e+03     6.0161e-24     1.0994e-25         2.3327        11.4202
       717.9518        11.0148       652.6834        20.8367     1.9929e+05     1.4424e+03     6.3676e-24     9.8668e-26         1.0620        19.2503
       955.5938        16.5796       868.7217        32.6994     2.2621e+05     1.5579e+03     6.8849e-24     1.0307e-25         4.0070        13.6623
       955.5938        16.2091       868.7217        31.9723     2.3795e+05     1.5999e+03     7.4683e-24     1.0862e-25         5.3603        11.2081
       955.5938        15.8582       868.7217        30.6613     2.4196e+05     1.6004e+03     7.6703e-24     1.0847e-25         0.7107        20.6205
       955.5938        16.0749       789.7470        27.5242     2.3566e+05     1.5805e+03     7.4173e-24     1.0859e-25         9.8218         8.4939
       868.7217        14.0687       789.7470        26.6219     2.3051e+05     1.5666e+03     7.2232e-24     1.0397e-25         0.6596        14.5021
       868.7217        14.3643       789.7470        27.2333     2.1376e+05     1.4929e+03     7.0600e-24     1.0387e-25         1.8832        12.9716
       868.7217        14.6888       789.7470        31.5939     2.0878e+05     1.4881e+03     6.6719e-24     1.1232e-25         0.3144        17.5667
       868.7217        14.2947       789.7470        27.8765     2.1816e+05     1.5125e+03     6.7609e-24     1.0176e-25         1.4712        22.2582
       955.5938        16.9189       789.7470        28.1922     2.1543e+05     1.5167e+03     6.9345e-24     1.0445e-25         2.5857        14.5289
       868.7217        15.1533       717.9518        27.1567     1.9148e+05     1.4121e+03     6.0633e-24     1.0239e-25         6.7720        13.8439
       717.9518        12.5514       652.6834        22.7362     1.5403e+05     1.2647e+03     5.2610e-24     8.8520e-26         4.4221         8.7403
       593.3486        11.0630       539.4078        19.9423     1.1531e+05     1.1052e+03     3.8858e-24     7.7005e-26         2.1831         7.1598
      2478.5643       213.8497      2478.5643       559.7070     3.5194e+04     1.0161e+03     1.0825e-24     8.5239e-26       964.2174        19.2745
       142.0429         5.8971       207.9651        20.2870     2.6296e+04     5.6445e+02     8.1530e-25     3.8445e-26         3.7358         3.4038
       251.6377         8.2487       334.9298        20.3678     3.7066e+04     6.5694e+02     1.1400e-24     4.3662e-26         2.4187         1.8968
       251.6377         6.4979       334.9298        18.8702     5.7146e+04     8.0750e+02     1.7320e-24     5.3925e-26         2.2735         6.1032
       334.9298         6.9006       368.4228        16.6940     7.7764e+04     9.2931e+02     2.5614e-24     6.4825e-26         6.0651         9.4520
       368.4228         6.5538       368.4228        12.3592     1.0601e+05     1.0810e+03     3.6575e-24     7.5973e-26         1.8901        13.3669
       368.4228         5.4417       368.4228        11.0897     1.2975e+05     1.1893e+03     4.4301e-24     8.3654e-26         9.8496        13.5082
       405.2651         6.0091       405.2651        11.5793     1.4570e+05     1.2605e+03     4.7623e-24     8.6181e-26         0.9997        15.4782
       445.7916         6.3912       445.7916        13.4921     1.5792e+05     1.3003e+03     5.2426e-24     9.0631e-26         0.7572         4.2903
       490.3707         7.0515       490.3707        14.1360     1.6401e+05     1.3197e+03     5.5785e-24     9.2022e-26         5.1287        15.8384
       593.3486         8.9892       539.4078        16.0510     1.6572e+05     1.3179e+03     5.7845e-24     9.3338e-26         6.6332         8.7489
       652.6834        10.1853       593.3486        19.0486     1.7232e+05     1.3359e+03     5.7900e-24     9.3669e-26         2.6733        10.6102
       717.9518        11.7261       652.6834        21.9620     1.7229e+05     1.3313e+03     5.6240e-24     9.1007e-26         6.7547        10.0945
       789.7470        13.4352       717.9518        25.5796     1.7885e+05     1.3589e+03     5.7884e-24     9.3273e-26         2.5803        11.4580
       868.7217        15.4148       789.7470        29.5046     1.8674e+05     1.3960e+03     5.9081e-24     9.3770e-26         1.8173        11.1401
       955.5938        18.7922       868.7217        36.0641     1.7629e+05     1.3735e+03     5.5696e-24     9.2302e-26         3.2981        10.1907
      1051.1532        22.2973       955.5938        43.6689     1.6871e+05     1.3414e+03     5.3970e-24     9.2428e-26         3.1300         9.9957
      1156.2685        25.6570       955.5938        42.1794     1.7873e+05     1.4043e+03     5.5791e-24     9.2317e-26         0.9553        12.9585
      1051.1532        22.6313       868.7217        37.1577     1.6621e+05     1.3418e+03     5.1842e-24     8.8860e-26         1.5939        10.0702
       955.5938        19.7954       789.7470        32.7899     1.5636e+05     1.2865e+03     4.8799e-24     8.6266e-26         2.6514        11.1000
       955.5938        19.0597       789.7470        31.7711     1.6542e+05     1.3167e+03     5.2381e-24     9.0089e-26         6.5843         9.2795
       717.9518        12.6078       652.6834        23.3414     1.5648e+05     1.2893e+03     5.2285e-24     9.0414e-26         0.8235        16.3931
       717.9518        11.9277       652.6834        22.7297     1.7319e+05     1.3455e+03     5.6577e-24     9.4190e-26         5.2504        15.2404
       789.7470        13.2614       717.9518        24.5046     1.8740e+05     1.3996e+03     6.0414e-24     9.4765e-26         5.9422        14.5031
       868.7217        14.8867       717.9518        24.5742     2.0156e+05     1.4569e+03     6.4859e-24     9.9275e-26         3.1739        11.4929
       717.9518        10.9427       717.9518        23.4379     2.0490e+05     1.4627e+03     6.8093e-24     1.0206e-25         9.8450        14.4555
       789.7470        12.5108       652.6834        20.1327     2.0693e+05     1.4737e+03     6.8154e-24     1.0121e-25         6.9419        16.8454
       789.7470        12.2874       717.9518        24.4503     2.1527e+05     1.5006e+03     6.8218e-24     1.0342e-25         2.5133        16.5473
       955.5938        15.4229       868.7217        29.7254     2.6232e+05     1.6781e+03     8.2693e-24     1.1305e-25         3.3895        15.2778
       955.5938        15.4480       868.7217        30.6062     2.6046e+05     1.6753e+03     7.8984e-24     1.1067e-25         0.6495        12.9461
       955.5938        15.7616       789.7470        26.5840     2.5262e+05     1.6526e+03     7.7105e-24     1.1004e-25         4.5962        13.1463
       868.7217        14.0593       789.7470        27.1656     2.2713e+05     1.5485e+03     7.0932e-24     1.0445e-25         2.3907        19.2962
       868.7217        13.9474       717.9518        23.5224     2.2339e+05     1.5223e+03     6.9775e-24     1.0306e-25         3.2326        10.4614
       868.7217        13.8799       789.7470        27.0203     2.3265e+05     1.5640e+03     7.3895e-24     1.0737e-25         2.6040        16.2526
       789.7470        13.0621       717.9518        24.4016     1.9493e+05     1.4363e+03     6.4522e-24     9.8974e-26         2.9041        11.8877
       789.7470        13.6846       652.6834        22.0918     1.7058e+05     1.3306e+03     5.6989e-24     9.2537e-26         7.9188        12.9110
       789.7470        13.7667       717.9518        26.1846     1.7408e+05     1.3527e+03     5.6055e-24     9.3028e-26         5.7566        12.3801
       652.6834        11.6837       593.3486        21.4938     1.2955e+05     1.1631e+03     4.3650e-24     8.1145e-26         6.3873         5.6939
       593.3486        11.3265       539.4078        21.0628     1.0209e+05     1.0323e+03     3.4430e-24     7.2665e-26         4.6290         7.3823
      2478.5643       346.2178      2478.5643       242.3531     1.4171e+04     7.0372e+02     5.0519e-24     1.7460e-25       349.5517        55.2828
       129.1299         2.9453       117.3909        21.7682     7.5218e+04     9.5973e+02     2.3452e-24     2.1096e-25        19.6036         0.3160
       189.0591         3.6453       171.8719         6.0784     9.3687e+04     1.0438e+03     3.0348e-24     7.1294e-26         3.4954        10.1978
       228.7616         3.9999       228.7616         7.0112     1.0460e+05     1.0867e+03     3.6503e-24     7.6930e-26         4.7728        10.5085
       276.8015         4.3438       276.8015         8.3581     1.2017e+05     1.1547e+03     4.0932e-24     8.1161e-26         4.7833         7.6121
       334.9298         5.4157       334.9298        10.1276     1.2505e+05     1.1734e+03     4.1873e-24     8.1437e-26         7.9880        12.7827
       368.4228         5.7265       368.4228        11.2328     1.3878e+05     1.2299e+03     4.5161e-24     8.4200e-26         5.7584        11.1823
       445.7916         6.2682       405.2651        11.1711     1.6519e+05     1.3291e+03     5.3321e-24     9.0543e-26         7.3963        10.2135
       490.3707         6.7866       490.3707        13.5487     1.7720e+05     1.3646e+03     6.1781e-24     9.7976e-26        10.7954        14.1202
       593.3486         8.7621       539.4078        15.1744     1.7459e+05     1.3447e+03     6.1624e-24     9.6173e-26         1.8024        13.1186
       652.6834        10.2257       593.3486        18.5231     1.6979e+05     1.3235e+03     5.7572e-24     9.2626e-26         3.2213        16.8690
       717.9518        11.7978       652.6834        22.8989     1.7490e+05     1.3488e+03     5.7988e-24     9.8727e-26         7.8530         7.6438
       789.7470        13.2186       717.9518        24.6534     1.8804e+05     1.3971e+03     6.0993e-24     9.5134e-26        10.0787        16.8615
       868.7217        15.2588       789.7470        29.5873     1.9063e+05     1.4068e+03     6.0855e-24     9.7266e-26         8.7480        21.5506
       955.5938        18.2190       868.7217        34.7377     1.8244e+05     1.3847e+03     5.9469e-24     9.5013e-26         1.3305        11.5475
      1051.1532        21.3328       868.7217        34.9978     1.8344e+05     1.3993e+03     5.8405e-24     9.3267e-26         5.1779         8.3709
       955.5938        19.3654       868.7217        36.4408     1.6135e+05     1.3007e+03     5.3178e-24     8.9085e-26         3.4668         9.8607
       868.7217        16.6730       789.7470        32.7805     1.5671e+05     1.2734e+03     5.1397e-24     9.0006e-26         2.6542         9.6379
       789.7470        14.5792       717.9518        27.4644     1.5399e+05     1.2667e+03     5.1105e-24     8.7662e-26         2.3162         3.9884
       868.7217        16.1152       789.7470        32.0020     1.7311e+05     1.3523e+03     5.4120e-24     9.3649e-26         6.1512        21.3697
       868.7217        15.3722       789.7470        29.9648     1.9584e+05     1.4497e+03     6.0307e-24     9.6863e-26         0.3011         8.8660
       955.5938        17.2294       868.7217        33.6339     2.0667e+05     1.4819e+03     6.3774e-24     9.9361e-26         4.8918        15.9323
       955.5938        16.7367       789.7470        29.4578     2.1738e+05     1.5165e+03     6.8943e-24     1.0818e-25         0.9414        11.3076
       955.5938        16.1718       789.7470        52.4942     2.3206e+05     1.5652e+03     7.3001e-24     2.0256e-25         4.7536         2.4844
       955.5938        15.9557       868.7217        30.5405     2.4139e+05     1.6008e+03     7.7643e-24     1.0875e-25         6.5267        17.1377
       955.5938        15.6459       789.7470        25.8591     2.5431e+05     1.6508e+03     7.8003e-24     1.0861e-25         1.3926        17.0385
       955.5938        15.5643       789.7470        25.8615     2.5347e+05     1.6446e+03     7.9431e-24     1.1043e-25         0.9321        28.0327
       955.5938        15.6230       868.7217        31.5755     2.4894e+05     1.6244e+03     7.7757e-24     1.1234e-25         8.8882        19.2723
       868.7217        13.5231       789.7470        25.8221     2.4647e+05     1.6147e+03     7.5982e-24     1.0663e-25         8.1058        17.0230
       868.7217        13.6509       789.7470        26.7101     2.4001e+05     1.5918e+03     7.3701e-24     1.0629e-25         3.1909        19.3237
       868.7217        13.5727       789.7470        26.6399     2.4096e+05     1.5911e+03     7.5765e-24     1.0813e-25         2.2538        16.9580
